gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_concept_id	interaction_group_score	PMIDs
EGFR	1956	1956	GuideToPharmacology	inhibitor	249565586	POZIOTINIB	POZIOTINIB	chembl:CHEMBL3545154	0.36	
NQO1	P15559	1728	TEND		MENADIONE	MENADIONE	MENADIONE	chembl:CHEMBL590	0.65	
BRAF	BRAF	673	CIViC		DUAL IGF-1R/INSR INHIBITOR BMS-754807	DUAL IGF-1R/INSR INHIBITOR BMS-754807				25527633
TSPO	Translocator protein	706	TTD		Quinoline carboxamide derivative 7	Quinoline carboxamide derivative 7				
PTGER1	Prostaglandin E2 receptor EP1	5731	TTD		AS-013	AS-013	ECRAPROST	chembl:CHEMBL2104574	3.54	
TERT	Telomerase reverse transcriptase	7015	TTD		KML-001	KML-001				
KDR	FLK1	3791	ChemblInteractions	agonist	CHEMBL2108557	TELBERMIN	TELBERMIN	chembl:CHEMBL2108557	0.23	
CBR1	873	873	GuideToPharmacology	inhibitor	178102193	WEDELOLACTONE	WEDELOLACTONE	chembl:CHEMBL97453	0.96	
SRC	SRC	6714	DTC		CEDIRANIB	CEDIRANIB	CEDIRANIB	chembl:CHEMBL491473	0.07	
CA1	P00915	759	TEND		DICHLORPHENAMIDE	DICHLORPHENAMIDE	DICHLORPHENAMIDE	chembl:CHEMBL17	5.89	
SLC5A1	Sodium/glucose cotransporter 1	6523	TTD		LIK-066	LIK-066	LICOGLIFLOZIN	chembl:CHEMBL4297625	3.26	
NFE2L2	NFE2L2	4780	DTC		LOTEPREDNOL ETABONATE	LOTEPREDNOL ETABONATE	LOTEPREDNOL ETABONATE	chembl:CHEMBL1200865	0.03	
PLEKHJ1	PLEKHJ1	55111	PharmGKB		candesartan	candesartan	CANDESARTAN	chembl:CHEMBL1016	14.14	31327267
MAOA	Monoamine oxidase type A	4128	TTD		Cyclic peptide derivative 1	Cyclic peptide derivative 1				
IGHE	3497	3497	GuideToPharmacology	antibody	310264775	LIGELIZUMAB	LIGELIZUMAB	chembl:CHEMBL2109457	25.46	
LHCGR	LCGR	3973	ChemblInteractions	agonist	CHEMBL1201464	CHORIOGONADOTROPIN ALFA	CHORIOGONADOTROPIN ALFA	chembl:CHEMBL1201464	10.61	
G6PD	G6PD	2539	FDA		Sulfamethoxazole	Sulfamethoxazole	SULFAMETHOXAZOLE	chembl:CHEMBL443	0.18	
EHMT2	EHMT2	10919	DTC		LISINOPRIL HYDRATE	LISINOPRIL HYDRATE	LISINOPRIL HYDRATE	chembl:CHEMBL1729579	0.04	
STAT3	Signal transducer and activator of transcription 3	6774	TTD		Gold-complexed thiosaccharide derivative 3	Gold-complexed thiosaccharide derivative 3				
PRLHR	2834	2834	GuideToPharmacology	agonist	135651864	PRRP-20				
KCNJ1	Inward rectifier potassium channel Kir1.1	3758	TTD		PMID26004420-Compound-WO2014150132B	PMID26004420-Compound-WO2014150132B				
HPGD	HPGD	3248	DTC		SJ000019194	SJ000019194	CHEMBL592106	chembl:CHEMBL592106	0.09	
CA5A	763	763	GuideToPharmacology	activator	178100344	L-HISTIDINE	HISTIDINE	chembl:CHEMBL17962	3.18	
HTR1D	HTR1DA	3352	ChemblInteractions	agonist	CHEMBL2062265	ERGOTAMINE TARTRATE				
FLT1	P17948	2321	TdgClinicalTrial		TABERMINOGENE VADENOVEC	TABERMINOGENE VADENOVEC				
KDR	FLK1	3791	ChemblInteractions	inhibitor	CHEMBL3545339	Fruquintinib	FRUQUINTINIB	chembl:CHEMBL3545339	0.62	
TYR	Tyrosinase	7299	TTD		Resorcinol compound 2	Resorcinol compound 2				
TPH2	121278	121278	GuideToPharmacology	inhibitor	178101333	FENFLURAMINE	FENFLURAMINE	chembl:CHEMBL87493	3.98	
JUN	JUN	3725	DTC		DIPHENHYDRAMINE HYDROCHLORIDE	DIPHENHYDRAMINE HYDROCHLORIDE	DIPHENHYDRAMINE HYDROCHLORIDE	chembl:CHEMBL1620	0.36	
CYP2D6	CYP2D6	1565	DTC		RANITIDINE	RANITIDINE	RANITIDINE	chembl:CHEMBL1790041	0.02	22931300
CYP2D6	CYP2D6	1565	DTC		NS-398	NS-398	NS-398	chembl:CHEMBL7162	0.02	
L3MBTL1	L3MBTL1	26013	DTC		NSC-175743	NSC-175743	CHEMBL1609016	chembl:CHEMBL1609016	0.29	
CYP2C9	CYP2C9	1559	DTC		CHRYSENE-1,4-DIONE	CHRYSENE-1,4-DIONE	CHEMBL421215	chembl:CHEMBL421215	0.02	
GMNN	GMNN	51053	DTC		GNF-PF-3438	GNF-PF-3438	CHEMBL582276	chembl:CHEMBL582276	0.13	
PROKR1	10887	10887	GuideToPharmacology	agonist	252166719	IS1				
CHEK2	11200	11200	GuideToPharmacology	inhibitor	336446935	PREXASERTIB	PREXASERTIB	chembl:CHEMBL3544911	0.49	
KLK4	Kallikrein-related peptidase	9622	TTD		Benzyl amine derivative 1	Benzyl amine derivative 1				
AKT1	207	207	GuideToPharmacology	inhibitor	178101884	GSK690693	GSK-690693	chembl:CHEMBL494089	0.08	
APH1A	Gamma-secretase subunit APH-1A/1B	51107	TTD		PMID28350212-Compound-15	PMID28350212-Compound-15				
CHRM1	P11229	1128	TEND		BENZQUINAMIDE	BENZQUINAMIDE	BENZQUINAMIDE	chembl:CHEMBL1201250	0.25	
	Immunoproteasome complex		TTD		PMID29865878-Compound-40	PMID29865878-Compound-40				
NTRK1	NTRK1	4914	NCI		GAMMA-INTERFERON	GAMMA-INTERFERON				8144393
DPP4	ADCP2	1803	ChemblInteractions	inhibitor	CHEMBL2105762	OMARIGLIPTIN	OMARIGLIPTIN	chembl:CHEMBL2105762	3.82	
FEN1	FEN1	2237	DTC		NSC-106547	NSC-106547	CHEMBL223575	chembl:CHEMBL223575	0.08	
KDR	P35968	3791	TEND		SORAFENIB	SORAFENIB	SORAFENIB	chembl:CHEMBL1336	0.15	
CCR5	CMKBR5	1234	ChemblInteractions	antagonist	CHEMBL1201187	MARAVIROC	MARAVIROC	chembl:CHEMBL1201187	27.58	
HDAC4	HDAC4	9759	TALC	inhibitor	CUDC-101	CUDC-101	CUDC-101	chembl:CHEMBL598797	0.45	
KDM4A	KDM4A	9682	DTC		MONTELUKAST SODIUM	MONTELUKAST SODIUM	MONTELUKAST SODIUM	chembl:CHEMBL1200681	0.03	
RACGAP1	RACGAP1	29127	DTC		ISOORIENTIN	ISOORIENTIN	ISOORIENTIN	chembl:CHEMBL239559	0.23	
FCGR3A	FCGR3A	2214	NCI		PROTEASE INHIBITORS	PROTEASE INHIBITORS				16103765
MAPK11	PRKM11	5600	ChemblInteractions	inhibitor	CHEMBL190333	RWJ-67657	RWJ-67657	chembl:CHEMBL190333	0.79	
CDK8	CDK8	1024	DTC		ILORASERTIB	ILORASERTIB	ILORASERTIB	chembl:CHEMBL1980297	0.03	
CASP3	CASP3	836	PharmGKB		celecoxib	celecoxib	CELECOXIB	chembl:CHEMBL118	0.06	22336956
KDM4E	KDM4E	390245	DTC		(+)-CATECHIN HYDRATE	(+)-CATECHIN HYDRATE	CHEMBL1256783	chembl:CHEMBL1256783	0.11	
CXCR1	3577	3577	GuideToPharmacology	allosteric modulator	252166706	REPARIXIN	REPARIXIN	chembl:CHEMBL191413	19.1	
NPR1	4881	4881	GuideToPharmacology	antagonist	178101553	[ASU7,23']Β-ANP-(7-28)				
EHMT2	EHMT2	10919	DTC		DYCLONINE	DYCLONINE	DYCLONINE	chembl:CHEMBL1201217	0.01	
SMAD3	SMAD3	4088	DTC		GNF-PF-1295	GNF-PF-1295	CHEMBL579837	chembl:CHEMBL579837	0.05	
YES1	YES1	7525	DTC		GSK-625137A	GSK-625137A	GSK-625137A	chembl:CHEMBL230911	0.3	
IKBKE	9641	9641	GuideToPharmacology	inhibitor	336446965	COMPOUND II [PMID: 21329883]				
ADORA2B	136	136	GuideToPharmacology	antagonist	135651364	ZM-241385	ZM-241385	chembl:CHEMBL113142	0.34	
EHMT2	EHMT2	10919	DTC		SJ000114950	SJ000114950	CHEMBL606456	chembl:CHEMBL606456	0.02	
HLA-A	HLA-A	3105	PharmGKB		peginterferon alfa-2b	peginterferon alfa-2b				23360626
CHRM5	Muscarinic acetylcholine receptor M5	1133	TTD		M4 agonist	M4 agonist				
GRM7	2917	2917	GuideToPharmacology	allosteric modulator	252166746	XAP044				
P4HTM	PH4	54681	ChemblInteractions	inhibitor	CHEMBL3544988	DAPRODUSTAT	DAPRODUSTAT	chembl:CHEMBL3544988	7.96	
VDR	VDR	7421	DTC		ISOLIQUIRITIGENIN	ISOLIQUIRITIGENIN	ISOLIQUIRITIGENIN	chembl:CHEMBL129795	0.01	
NPSR1	NPSR1	387129	DTC		GNF-PF-3996	GNF-PF-3996	CHEMBL584458	chembl:CHEMBL584458	0.05	
RAB9A	RAB9A	9367	DTC		CID 838877	CID 838877	CHEMBL405317	chembl:CHEMBL405317	0.11	
DRD2	P14416	1813	TEND		SERTINDOLE	SERTINDOLE	SERTINDOLE	chembl:CHEMBL12713	0.15	
KDM4E	KDM4E	390245	DTC		ETHYLNOREPINEPHRINE HYDROCHLORIDE	ETHYLNOREPINEPHRINE HYDROCHLORIDE	ETHYLNOREPINEPHRINE HYDROCHLORIDE	chembl:CHEMBL1322824	0.22	
PPARA	PPARA	5465	DTC		T091317	T091317	T091317	chembl:CHEMBL62136	0.16	20350005
AVPR2	ADHR	554	ChemblInteractions	antagonist	CHEMBL344159	TOLVAPTAN	TOLVAPTAN	chembl:CHEMBL344159	5.94	
CYP3A5	CYP3A5	1577	PharmGKB		fluticasone propionate	fluticasone propionate				18695978
FLT1	FLT1	2321	ClearityFoundationClinicalTrial		NINTEDANIB	NINTEDANIB	NINTEDANIB	chembl:CHEMBL502835	0.25	
PRKCD	PRKCD	5580	DTC		TAE-684	TAE-684	TAE-684	chembl:CHEMBL509032	0.02	
DRD2	P14416	1813	TEND		REMOXIPRIDE	REMOXIPRIDE	REMOXIPRIDE	chembl:CHEMBL22242	0.3	
HSD17B10	HSD17B10	3028	DTC		CID 1245272	CID 1245272	CHEMBL408850	chembl:CHEMBL408850	0.01	
TLR9	Toll-like receptor 9	54106	TTD		SD-101	SD-101				25620999
HMGCR	3156	3156	GuideToPharmacology	inhibitor	135649749	COMPOUND 41 [PMID: 17574411]				
STAT3	Signal transducer and activator of transcription 3	6774	TTD		Platinum IV complexe 1	Platinum IV complexe 1				
XIAP	X-linked inhibitor of apoptosis protein	331	TTD		PMID25980951-Compound-7	PMID25980951-Compound-7				
MPHOSPH8	MPHOSPH8	54737	DTC		SB-224289	SB-224289	SB-224289	chembl:CHEMBL281350	0.08	
ADRB1	Adrenergic receptor beta-1	153	TTD		Oxprenolol	Oxprenolol	OXPRENOLOL	chembl:CHEMBL546	3.11	
GRIN3A	Q8TCU5	116443	TdgClinicalTrial		LATREPIRDINE	LATREPIRDINE	LATREPIRDINE	chembl:CHEMBL589390	0.3	
PIK3CG	PIK3CG	5294	ChemblInteractions	inhibitor	CHEMBL230011	TG100-115	TG100-115	chembl:CHEMBL230011	0.48	
SRPK1	SRPK1	6732	DTC		TAE-684	TAE-684	TAE-684	chembl:CHEMBL509032	0.05	
DPP4	P27487	1803	TdgClinicalTrial		VILDAGLIPTIN	VILDAGLIPTIN	VILDAGLIPTIN	chembl:CHEMBL142703	8.91	
CPB2	Carboxypeptidase B2	1361	TTD		UK-396082	UK-396082	UK-396,082	chembl:CHEMBL398110	63.65	
NR3C1	P04150	2908	TdgClinicalTrial		BUDESONIDE	BUDESONIDE	BUDESONIDE	chembl:CHEMBL1370	0.45	
LTK	LTK	4058	DTC		PAZOPANIB	PAZOPANIB	PAZOPANIB	chembl:CHEMBL477772	0.06	
CYP1A1	CYP1A1	1543	NCI		POLYPHENOL	POLYPHENOL				16316927
PTEN	PTEN	5728	JAX-CKB		Temsirolimus	Temsirolimus	TEMSIROLIMUS	chembl:CHEMBL1201182	0.26	27016228
ABL1	ABL1	25	DTC		PAZOPANIB	PAZOPANIB	PAZOPANIB	chembl:CHEMBL477772	0.02	
CLK2	CLK2	1196	DTC		GATIFLOXACIN	GATIFLOXACIN	GATIFLOXACIN	chembl:CHEMBL31	0.44	
TUBB1	Q9H4B7	81027	TEND		PACLITAXEL	PACLITAXEL	PACLITAXEL	chembl:CHEMBL428647	0.25	
SMN2	SMN2	6607	DTC		APIGENIN	APIGENIN	APIGENIN	chembl:CHEMBL28	0.02	
CYP3A43	CYP3A43	64816	NCI		GINKGO	GINKGO	GINKGO	chembl:CHEMBL2108466	9.09	15901353
CYP1A2	CYP1A2	1544	DTC		FIPEXIDE	FIPEXIDE	FIPEXIDE	chembl:CHEMBL254857	0.03	
MAPT	MAPT	4137	DTC		ERGOCRYPTINE	ERGOCRYPTINE	ERGOCRYPTINE	chembl:CHEMBL1403281	0.01	
ADRA1A	P35348	148	TdgClinicalTrial		ASENAPINE	ASENAPINE	ASENAPINE	chembl:CHEMBL3187365	0.06	
NFKB1	NFKB1	4790	DTC		DYRENE	DYRENE	DYRENE	chembl:CHEMBL464135	0.71	
HTR2A	3356	3356	GuideToPharmacology	agonist	135650202	DOI				
IDH1	IDH1	3417	JAX-CKB		BAY1436032	BAY1436032				28232670
GRM1	GRM1	2911	NCI		DHPG	DHPG				15212418,10530812,12623213,14552898,8979807,12421605,11181420,1362358,8532171,9822771
MPHOSPH8	MPHOSPH8	54737	DTC		BAY-11-7085	BAY-11-7085	BAY-11-7085	chembl:CHEMBL270299	0.04	
ALDH1A1	ALDH1A1	216	DTC		CHLORAMPHENICOL	CHLORAMPHENICOL	CHLORAMPHENICOL	chembl:CHEMBL130	0.04	
HSD17B10	HSD17B10	3028	DTC		MYRICETIN	MYRICETIN	MYRICETIN	chembl:CHEMBL164	0.0	
ALPG	ALPPL2	251	DTC		NSC-353720	NSC-353720	CHEMBL1408276	chembl:CHEMBL1408276	0.28	
SCN5A	Q14524	6331	TEND		FOSPHENYTOIN	FOSPHENYTOIN	FOSPHENYTOIN	chembl:CHEMBL1201336	2.5	
PIK3R3	PIK3R3	8503	MyCancerGenome	inhibitor	GDC-0941	GDC-0941	PICTILISIB	chembl:CHEMBL521851	0.13	
APBB1	Ribonucleotide reductase	322	TTD		Trimidox	Trimidox	TRIMETHOPRIM/SULFADOXINE	wikidata:Q7842230	10.61	
VDR	VDR	7421	DTC		ISOPRENALINE	ISOPRENALINE	ISOPROTERENOL	chembl:CHEMBL434	0.0	
	Opioid receptor		TTD		Dihydrocodeine	Dihydrocodeine	DIHYDROCODEINE	chembl:CHEMBL1595		
LYN	LYN	4067	DTC		CYC-116	CYC-116	CYC-116	chembl:CHEMBL482967	0.02	
GRIN2D	2906	2906	GuideToPharmacology	agonist	178100907	[3H]GLYCINE				
GSTP1	GSTP1	2950	NCI		DNR	DNR				10050715
GALR1	2587	2587	GuideToPharmacology	agonist	178102713	GALANIN(3-29) (RAT/MOUSE)				
	Integrin alpha-2/beta-1		TTD		Valetizumab	Valetizumab				26171226
GABRQ	GABRQ	55879	ChemblInteractions	positive modulator	CHEMBL526	PROPOFOL	PROPOFOL	chembl:CHEMBL526	0.04	
UGCG	Ceramide glucosyltransferase	7357	TTD		Eliglustat tartrate	Eliglustat tartrate				
CYP2D6	CYP2D6	1565	FDA		Trimipramine	Trimipramine	TRIMIPRAMINE	chembl:CHEMBL644	0.36	
GABRA3	2556	2556	GuideToPharmacology	allosteric modulator	178101144	TPA023	MK-0777	chembl:CHEMBL200177	0.19	
	Opioid receptor		TTD		AMG 386	AMG 386				
PTGS1	COX1	5742	ChemblInteractions	inhibitor	CHEMBL956	SUPROFEN	SUPROFEN	chembl:CHEMBL956	4.82	
GABRA5	GABRA5	2558	ChemblInteractions	positive modulator	CHEMBL451	CHLORDIAZEPOXIDE	CHLORDIAZEPOXIDE	chembl:CHEMBL451	0.11	
TH	TH	7054	PharmGKB		methylphenidate	methylphenidate	METHYLPHENIDATE	chembl:CHEMBL796	0.2	26810137
GABRA1	P14867	2554	TdgClinicalTrial		CLONAZEPAM	CLONAZEPAM	CLONAZEPAM	chembl:CHEMBL452	0.23	
JAK2	JAK2	3717	JAX-CKB		Pembrolizumab	Pembrolizumab	PEMBROLIZUMAB	chembl:CHEMBL3137343	0.16	27433843
PIK3CA	PIK3CA	5290	MyCancerGenome	inhibitor	INK-1117	INK-1117	INK-1117	chembl:CHEMBL3545055	0.63	
MUC1	Mucin-1	4582	TTD		G0-203-2c	G0-203-2c				
	PI3KCA		ClearityFoundationClinicalTrial		NVP-BEZ239	NVP-BEZ239				
TOP1	TOP1	7150	PharmGKB		SN-38	SN-38	7-ETHYL-10-HYDROXYCAMPTOTHECIN	chembl:CHEMBL837	0.27	
CYP2C9	CYP2C9	1559	DTC		GW282974X	GW282974X	GW282974X	chembl:CHEMBL30432	0.02	
PIM1	Serine/threonine-protein kinase pim	5292	TTD		INCB53914	INCB53914				
	Norepinephrine transporter		TTD		Iobenguane I-123	Iobenguane I-123				
HSD17B10	HSD17B10	3028	DTC		BILIRUBIN	BILIRUBIN	BILIRUBIN	chembl:CHEMBL501680	0.04	
DRD3	DRD3	1814	PharmGKB		methamphetamine	methamphetamine	METHAMPHETAMINE	chembl:CHEMBL1201201	0.06	21491142
TUBA3E	TUBA3E	112714	ChemblInteractions	inhibitor	CHEMBL501867	VINCRISTINE SULFATE	VINCRISTINE SULFATE	chembl:CHEMBL501867	0.09	
IL2	IL2	3558	NCI		GARLIC EXTRACT	GARLIC EXTRACT				8402735
AHR	AHR	196	DTC		1-NAPHTHYLISOTHIOCYANATE	1-NAPHTHYLISOTHIOCYANATE	1-NAPHTHYLISOTHIOCYANATE	chembl:CHEMBL1381098	0.27	
HPGD	HPGD	3248	DTC		4-CHLOROMERCURIBENZOIC ACID	4-CHLOROMERCURIBENZOIC ACID	4-CHLOROMERCURIBENZOIC ACID	chembl:CHEMBL575867	0.01	
ERBB4	ERBB4	2066	PharmGKB		paliperidone	paliperidone	PALIPERIDONE	chembl:CHEMBL1621	0.37	25714000
FSHR	P23945	2492	TEND		MENOTROPINS	MENOTROPINS	MENOTROPINS	chembl:CHEMBL2108427	79.56	
ALOX5AP	P20292	241	TdgClinicalTrial		DG031	DG031				
RXRG	NR2B3	6258	ChemblInteractions	agonist	CHEMBL705	ALITRETINOIN	ALITRETINOIN	chembl:CHEMBL705	8.84	
PRSS2	P07478	5645	TdgClinicalTrial		DERMOLASTIN	DERMOLASTIN				
ADRA1B	P35368	147	TdgClinicalTrial		TAMSULOSIN	TAMSULOSIN	TAMSULOSIN	chembl:CHEMBL836	1.22	
HRH1	P35367	3269	TdgClinicalTrial		BROMODIPHENHYDRAMINE	BROMODIPHENHYDRAMINE	BROMODIPHENHYDRAMINE	chembl:CHEMBL1201245	2.45	
ITPA	ITPA	3704	PharmGKB		peginterferon alfa-2b	peginterferon alfa-2b				26441325,23730840,21274861,26916827,26670100,20173735,26071337,23707372,26438033,21246582,27833958,20547162,21503919,20637204
CYP1A1	CYP1A1	1543	PharmGKB		dacarbazine	dacarbazine	DACARBAZINE	chembl:CHEMBL476	0.45	27428168
OPRL1	4987	4987	GuideToPharmacology	antagonist	387065582	NIK-21273				
AKT3	10000	10000	GuideToPharmacology	inhibitor	249565578	IPATASERTIB	IPATASERTIB	chembl:CHEMBL2177390	1.73	
NR3C1	GRL	2908	ChemblInteractions	agonist	CHEMBL1200376	BETAMETHASONE BENZOATE	BETAMETHASONE BENZOATE	chembl:CHEMBL1200376	0.49	
NFE2L2	NFE2L2	4780	DTC		BECLOMETHASONE DIPROPIONATE	BECLOMETHASONE DIPROPIONATE	BECLOMETHASONE DIPROPIONATE	chembl:CHEMBL1200500	0.03	
RPS6KB1	STK14A	6198	ChemblInteractions	inhibitor	CHEMBL3545134	LY-2780301	LY-2780301	chembl:CHEMBL3545134	0.4	
BDNF	BDNF	627	NCI		CAPSAICIN	CAPSAICIN	CAPSAICIN	chembl:CHEMBL294199	0.12	10430952
TLR2	Toll-like receptor 2	7097	TTD		OM-174	OM-174				
CYP2C19	CYP2C19	1557	DTC		METARAMINOL	METARAMINOL	METARAMINOL	chembl:CHEMBL1201319	0.04	22931300
PAK1	PAK1	5058	DTC		AZD-1152-HQPA	AZD-1152-HQPA	AZD-1152-HQPA	chembl:CHEMBL215152	0.26	
CHRM1	CHRM1	1128	ChemblInteractions	agonist	CHEMBL1200330	PILOCARPINE HYDROCHLORIDE	PILOCARPINE HYDROCHLORIDE	chembl:CHEMBL1200330	0.19	
GABRA1	2554	2554	GuideToPharmacology	allosteric modulator	178101182	[11C]FLUMAZENIL				
VDR	VDR	7421	DTC		BENSERAZIDE HYDROCHLORIDE	BENSERAZIDE HYDROCHLORIDE	BENSERAZIDE HYDROCHLORIDE	chembl:CHEMBL1255778	0.01	
IFNB1	Interferon-beta	3456	TTD		FP-1201	FP-1201				
CYP3A4	CYP3A4	1576	DTC		FLUOXETINE HYDROCHLORIDE	FLUOXETINE HYDROCHLORIDE	FLUOXETINE HYDROCHLORIDE	chembl:CHEMBL1201082	0.01	
	Bacterial Penicillin binding protein		TTD		Cefuroxime	Cefuroxime	CEFUROXIME	chembl:CHEMBL1436		
CCR4	1233	1233	GuideToPharmacology	agonist	178100548	[125I]CCL17 (HUMAN)				
TUBB1	TUBB1	81027	ChemblInteractions	inhibitor	CHEMBL1743082	TRASTUZUMAB EMTANSINE	TRASTUZUMAB EMTANSINE	chembl:CHEMBL1743082	0.08	
CTNNB1	CTNNB1	1499	JAX-CKB		NVP-TNKS656	NVP-TNKS656				26224873
GABRG3	GABA(A) receptor gamma-3	2567	TTD		Metharbital	Metharbital	METHARBITAL	chembl:CHEMBL450	0.09	
PIK3CA	5290	5290	GuideToPharmacology	inhibitor	354702297	GSK1059615	GSK-1059615	chembl:CHEMBL3544966	0.16	
KCNJ10	Inward rectifier potassium channel Kir1.2	3766	TTD		Glisoxepide	Glisoxepide	GLISOXEPIDE	chembl:CHEMBL2106618	7.96	
MPO	Myeloperoxidase	4353	TTD		AZD-3241	AZD-3241				
HMGCR	HMG-CoA reductase	3156	TTD		Sterol derivative 1	Sterol derivative 1				
RAB9A	RAB9A	9367	DTC		TDR77585	TDR77585	CHEMBL1333386	chembl:CHEMBL1333386	0.06	
CYP2D6	CYP2D6	1565	DTC		TICRYNAFEN	TICRYNAFEN	TICRYNAFEN	chembl:CHEMBL267744	0.07	22931300
HTT	Histone deacetylase	3064	TTD		CUDC-907	CUDC-907	FIMEPINOSTAT	chembl:CHEMBL3622533	0.02	
GABRA3	2556	2556	GuideToPharmacology	blocker	178101184	[35S]TBPS				
GABRA3	P34903	2556	TEND		MEPROBAMATE	MEPROBAMATE	MEPROBAMATE	chembl:CHEMBL979	0.21	
BRD4	Bromodomain-containing protein 4	23476	TTD		Aminocyclopentenone compound 1	Aminocyclopentenone compound 1				
ITGB2	ITGB2	3689	NCI		LAK CELL	LAK CELL				7947458,8381564,1683349
PAH	P00439	5053	TEND		TETRAHYDROBIOPTERIN	TETRAHYDROBIOPTERIN	SAPROPTERIN	wikidata:Q419808	5.3	
PTGDR	Prostaglandin D2 receptor	5729	TTD		PGF2alpha	PGF2alpha				
ITGA4	Integrin alpha-4	3676	TTD		Vedolizmab	Vedolizmab				
GABRA1	P14867	2554	TEND		CLORAZEPATE	CLORAZEPATE	CLORAZEPIC ACID	chembl:CHEMBL1213252	0.13	
DNASE1L3	Lysine-specific histone demethylase 1	1776	TTD		Cyclopropylamine derivative 11	Cyclopropylamine derivative 11				
GCK	Glucokinase	2645	TTD		HMS5552	HMS5552	DORZAGLIATIN	chembl:CHEMBL4297508	9.09	
GRIN2D	GluN2D	2906	ChemblInteractions		CHEMBL2364609	ESKETAMINE HYDROCHLORIDE	ESKETAMINE HYDROCHLORIDE	chembl:CHEMBL2364609	0.55	
ACHE	Acetylcholinesterase	43	TTD		4-PAM derivative 1	4-PAM derivative 1				
PMS2	PMS2	5395	CIViC		NIVOLUMAB	NIVOLUMAB	NIVOLUMAB	chembl:CHEMBL2108738	8.49	27001570
RRM2	RR2	6241	ChemblInteractions	inhibitor	CHEMBL467	HYDROXYUREA	HYDROXYUREA	chembl:CHEMBL467	1.05	
CSF2RA	CSF2R	1438	ChemblInteractions	agonist	CHEMBL1201670	SARGRAMOSTIM	SARGRAMOSTIM	chembl:CHEMBL1201670	47.74	
IL2	Interleukin-2	3558	TTD		IL-2/gene-modified lymphocytes	IL-2/gene-modified lymphocytes				22929977
IFNG	IFNG	3458	NCI		CYCLOPHOSPHAMIDE	CYCLOPHOSPHAMIDE	CYCLOPHOSPHAMIDE	chembl:CHEMBL88	0.09	10823419
CBX1	CBX1	10951	DTC		ROTENONE	ROTENONE	ROTENONE	chembl:CHEMBL429023	0.02	
CCKBR	CCKBR	887	PharmGKB		olanzapine	olanzapine	OLANZAPINE	chembl:CHEMBL715	0.09	20732371
APAF1	APAF1	317	DTC		BENZETHONIUM CHLORIDE	BENZETHONIUM CHLORIDE	BENZETHONIUM CHLORIDE	chembl:CHEMBL221753	0.1	
LYN	LYN	4067	DTC		ILORASERTIB	ILORASERTIB	ILORASERTIB	chembl:CHEMBL1980297	0.03	
EDNRB	EDNRB	1910	NCI		PACLITAXEL	PACLITAXEL	PACLITAXEL	chembl:CHEMBL428647	0.13	16741060
CDK1	Cyclin-dependent kinase 1	983	TTD		RGB-286638	RGB-286638	RGB-286638	chembl:CHEMBL3545083	0.27	
CHRM5	1133	1133	GuideToPharmacology	antagonist	135650349	HEXOCYCLIUM	HEXOCYCLIUM	chembl:CHEMBL1201325	0.25	
IL2RG	IL2RG	3561	ChemblInteractions		CHEMBL1201550	DENILEUKIN DIFTITOX	DENILEUKIN DIFTITOX	chembl:CHEMBL1201550	12.73	
PTGES3	PTGES3	10728	NCI		GENISTEIN	GENISTEIN	GENISTEIN	chembl:CHEMBL44	0.79	15229138
MAGEA3	Melanoma-associated antigen 3	4102	TTD		Astuprotimut-R	Astuprotimut-R	ASTUPROTIMUT-R	chembl:CHEMBL2108705	95.48	
PTEN	PTEN	5728	JAX-CKB		PF-04691502	PF-04691502	PF-04691502	chembl:CHEMBL1234354	0.12	21750219
COMT	COMT	1312	PharmGKB		fluvoxamine	fluvoxamine	FLUVOXAMINE	chembl:CHEMBL814	0.31	20619611
F11	P03951	2160	TdgClinicalTrial		ANTITHROMBIN	ANTITHROMBIN				
BCL2	BCL2	596	NCI		HYDROQUINONE	HYDROQUINONE	HYDROQUINONE	chembl:CHEMBL537	0.17	10220568
KDR	VEGFR	3791	TALC	inhibitor	ENMD-2076	ENMD-2076	ENMD-2076	chembl:CHEMBL482968	0.1	
PRPS1	PRPS1	5631	CIViC		THIOGUANINE	THIOGUANINE	THIOGUANINE	chembl:CHEMBL727	1.63	25962120
GALR1	2587	2587	GuideToPharmacology	agonist	178102736	GAL-B2-C18				
NPR1	ANPRA	4881	ChemblInteractions	agonist	CHEMBL1201668	NESIRITIDE	NESIRITIDE	chembl:CHEMBL1201668	13.26	
RRM2	RR2	6241	ChemblInteractions	inhibitor	CHEMBL1096882	FLUDARABINE PHOSPHATE	FLUDARABINE PHOSPHATE	chembl:CHEMBL1096882	0.82	
	Human immunodeficiency virus Reverse transcriptase		TTD		Didanosine	Didanosine	DIDANOSINE	chembl:CHEMBL1460		
MTOR	MTOR	2475	DTC		QUINACRINE	QUINACRINE	QUINACRINE	chembl:CHEMBL7568	0.05	
IDH1	IDH1	3417	DTC		CP-55940	CP-55940	CP-55940	chembl:CHEMBL559612	0.02	
ALB	Serum albumin	213	TTD		Sodium lauryl sulfate	Sodium lauryl sulfate				
ADRB1	P08588	153	TdgClinicalTrial		ACEBUTOLOL	ACEBUTOLOL	ACEBUTOLOL	chembl:CHEMBL642	3.81	
